Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow
TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,0.234458259,0.544303797,0,0.5,0.248968103,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.9 D HB SOL 2/3-Doors,0.341030195,0.430379747,0.818181818,0.5,0.244852859,0,1,0,0.040816327,0.333333333,0.666666667,0.170454545,0.178861789,1,0,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,0.341030195,0.544303797,0,0.5,0.242795238,0.333333333,0,1,0.020408163,1,0.666666667,0.25,0.178861789,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,0.269982238,0.493670886,0.363636364,0.5,0.242605937,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,0,1,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.234458259,0.46835443,0.545454545,0.5,0.241963959,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,0.287744227,0.46835443,0.545454545,0.5,0.240173828,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,0.269982238,0.53164557,0.090909091,0.5,0.239819917,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.073170732,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,0.325044405,0.405063291,1,0.5,0.237490689,0.170731707,1,0,0.047619048,0.333333333,0.666666667,0.723484848,0.268292683,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.260746004,0.405063291,1,0.5,0.235671752,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.325044405,0.481012658,0.454545455,0.5,0.230453623,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.269982238,0.518987342,0.181818182,0.5,0.23031782,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,0.303730018,0.481012658,0.454545455,0.5,0.2291244,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.189393939,0.048780488,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.325044405,0.53164557,0.090909091,0.5,0.228552381,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 GL LB 4/5-Doors,0.262877442,0.518987342,0.181818182,0.5,0.227980362,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.262877442,0.405063291,1,0.5,0.2277746,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,0.230905861,0.53164557,0.090909091,0.5,0.224688167,0.333333333,0,0,0.020408163,0.666666667,0.666666667,0.189393939,0.048780488,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.262877442,0.53164557,0.090909091,0.5,0.221284861,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,0.376554174,0.518987342,0.181818182,0.5,0.221062638,0.333333333,1,1,0.020408163,1,0.666666667,0.25,0.170731707,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 Terra 5-Doors Liftback 4/5-Doors,0.198579041,0.481012658,0.454545455,0.5,0.220753995,0.333333333,1,0,0.020408163,1,0.666666667,0,0.12195122,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6-16v Linea Terra LB 4/5-Doors,0.303730018,0.518987342,0.181818182,0.5,0.219544113,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0.272727273,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6I Luna liftback 4/5-Doors,0.325044405,0.46835443,0.545454545,0.5,0.218103778,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0.090909091,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.262877442,0.544303797,0,0.5,0.214334215,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.269982238,0.544303797,0,0.5,0.213988535,0.227642276,0,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.323268206,0.405063291,1,0.5,0.213762197,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.269982238,0.506329114,0.272727273,0.5,0.21288565,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,0.289342806,0.481012658,0.454545455,0.5,0.209350656,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,0.325044405,0.506329114,0.272727273,0.5,0.209280697,0.333333333,0,0,0.020408163,0.666666667,0.666666667,0.189393939,0.048780488,0,1,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.298401421,0.493670886,0.363636364,0.5,0.208391804,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,0.271758437,0.481012658,0.454545455,0.5,0.205758048,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.269982238,0.46835443,0.545454545,0.5,0.203700427,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.289342806,0.544303797,0,0.5,0.203009066,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,0.287744227,0.417721519,0.909090909,0.5,0.202840341,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,0.369449378,0.493670886,0.363636364,0.5,0.201445273,0.170731707,1,0,0.047619048,1,0.666666667,0.723484848,0.333333333,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,0.234458259,0.481012658,0.454545455,0.5,0.201416467,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,0.325044405,0.405063291,1,0.5,0.201346508,0,1,0,0.040816327,0.333333333,0.666666667,0.628787879,0.170731707,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,0.305506217,0.46835443,0.545454545,0.5,0.198338265,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,0.325044405,0.430379747,0.818181818,0.5,0.197741554,0,1,0,0.040816327,0.333333333,0.666666667,0.628787879,0.170731707,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,0.323268206,0.417721519,0.909090909,0.5,0.19757283,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.189393939,0.048780488,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 Terra LB 4/5-Doors,0.325044405,0.53164557,0.090909091,0.5,0.197527562,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,0,0.090909091,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,0.253285968,0.506329114,0.272727273,0.5,0.194852654,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,0.323268206,0.481012658,0.454545455,0.5,0.19267569,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,0.253818828,0.481012658,0.454545455,0.5,0.192153054,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.4 VVTI L.Terra HB 4/5-Doors,0.298401421,0.53164557,0.090909091,0.5,0.191416426,0.227642276,0,0,0.006802721,1,0.666666667,0.189393939,0.040650407,0,0,0.272727273,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,0.377975133,0.46835443,0.545454545,0.5,0.19064276,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,0.305506217,0.430379747,0.818181818,0.5,0.190548109,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.305506217,0.493670886,0.363636364,0.5,0.188827938,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,0.301953819,0.481012658,0.454545455,0.5,0.188116,0.227642276,1,0,0.006802721,1,0.666666667,0,0.138211382,0,1,0.090909091,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,0.341030195,0.493670886,0.363636364,0.5,0.187650978,0.333333333,1,1,0.020408163,1,0.666666667,0.25,0.170731707,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.269982238,0.506329114,0.272727273,0.5,0.186362907,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.305506217,0.481012658,0.454545455,0.5,0.185515167,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.261101243,0.493670886,0.363636364,0.5,0.184482241,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.198934281,0.455696203,0.636363636,0.5,0.184181828,0.227642276,0,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,0.268028419,0.544303797,0,0.5,0.181963712,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,0.305506217,0.53164557,0.090909091,0.5,0.179552179,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,0.289520426,0.443037975,0.727272727,0.5,0.178708554,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.338365897,0.481012658,0.454545455,0.5,0.177996617,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.218472469,0.430379747,0.818181818,0.5,0.176951345,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.282238011,0.405063291,1,0.5,0.176222947,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.341030195,0.518987342,0.181818182,0.5,0.175140638,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,0.234458259,0.46835443,0.545454545,0.5,0.171823752,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.305506217,0.544303797,0,0.5,0.170774365,0.333333333,1,0,0.020408163,1,0.666666667,0.674242424,0.167479675,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.301953819,0.493670886,0.363636364,0.5,0.170115926,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.342628774,0.430379747,0.818181818,0.5,0.168720859,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,0.3339254,0.481012658,0.454545455,0.5,0.164605616,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,0.298401421,0.455696203,0.636363636,0.5,0.163605612,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,0.289520426,0.506329114,0.272727273,0.5,0.163202318,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.073170732,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,0.341030195,0.53164557,0.090909091,0.5,0.163165281,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.253996448,0.481012658,0.454545455,0.5,0.16264676,0.227642276,1,0,0.006666667,0.333333333,0.666666667,0.189393939,0.040650407,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,0.341030195,0.544303797,0,0.5,0.162613838,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,0.268028419,0.506329114,0.272727273,0.5,0.162296964,0.227642276,0,0,0.006802721,1,0.666666667,0.25,0.097560976,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.198934281,0.544303797,0,0.5,0.160490372,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16v VVTi Terra Comfort 2/3-Doors,0.325044405,0.518987342,0.181818182,0.5,0.160210536,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.06504065,0,1,0.272727273,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.252220249,0.455696203,0.636363636,0.5,0.159716707,0.227642276,0,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.287744227,0.518987342,0.181818182,0.5,0.159111766,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.305506217,0.493670886,0.363636364,0.5,0.159062383,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.342628774,0.544303797,0,0.5,0.158272256,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,0.262877442,0.518987342,0.181818182,0.5,0.156696118,0.227642276,0,0,0.006802721,0.333333333,0.666666667,0.189393939,0.040650407,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,0.259325044,0.481012658,0.454545455,0.5,0.155478006,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.097560976,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,0.198934281,0.53164557,0.090909091,0.5,0.154630266,0.227642276,0,0,0.006802721,0.333333333,0.666666667,0.189393939,0.048780488,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,0.341030195,0.506329114,0.272727273,0.5,0.154453311,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,0.305506217,0.544303797,0,0.5,0.153860715,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.130081301,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
